car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,longitude,latitude,nearest_charger_distance_m,nearest_charger_idx,gap_category,index_right,area_name,priority_score,area_gap_rate,road_distance_m,nearest_charger_road_idx,road_path_coords
C18,BLK 426/428 CLEMENTI AVENUE 3,20215.8784,32729.9597,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.76337442086897,1.3122716629093103,106.81926028686289,829,Good,11,Zone 12,5.44,0.0,1956.5,2590.0,"[(1.3119049, 103.7627538), (1.3127212, 103.7618081), (1.3160385, 103.761026), (1.316979, 103.7618422), (1.3173652, 103.7620261), (1.3176902, 103.7622321), (1.3186161, 103.7627519), (1.3189905, 103.7629418), (1.3192001, 103.7630504), (1.3189726, 103.7632178), (1.3187541, 103.7631133), (1.3183555, 103.762914), (1.3169826, 103.7619942), (1.3164385, 103.761531), (1.3140144, 103.7610186), (1.3126855, 103.7622011)]"
C18A,BLK 426/427 CLEMENTI AVENUE 3,20306.3068,32672.9468,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0.0,N,103.76418697824268,1.3117560814715383,0.003172125417883721,829,Excellent,11,Zone 12,0.0,0.0,,,
C19M,BLK 445 CLEMENTI AVENUE 3,20269.322,32850.6337,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,103.76385460751823,1.3133630086406882,0.0012713507392510888,2590,Excellent,11,Zone 12,20.0,0.0,,,
C2M,BLK 463 CLEMENTI AVENUE 1,20717.3694,32581.3946,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,103.7678805968389,1.3109282161791282,0.0018298399227519918,824,Excellent,11,Zone 12,8.57,0.0,,,
C20M,BLK 462A CLEMENTI AVENUE 3,20469.2131,32645.0967,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,18,2.15,N,103.76565077719496,1.3115042554415335,0.005556131324685119,1555,Excellent,11,Zone 12,25.71,0.0,,,
C21L,BLK 454 TO 460 CLEMENTI AVENUE 3,20624.0039,32590.9865,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.76704166044892,1.3110149396716517,91.72366480045102,661,Excellent,11,Zone 12,4.67,0.0,136.7,824.0,"[(1.3116768, 103.7676144), (1.3120032, 103.76775), (1.3121845, 103.7678256), (1.3121437, 103.7679456), (1.3119563, 103.7678743), (1.311627, 103.7677489)]"
C21M,BLK 455A CLEMENTI AVENUE 3,20566.6991,32662.4476,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.7665267320007,1.3116611944348087,0.003605392246847567,661,Excellent,11,Zone 12,17.14,0.0,,,
C22M,BLK 109A CLEMENTI STREET 11,20991.1005,33766.9817,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N,103.77033993399895,1.3216503041788255,0.0038022834903945397,2317,Excellent,12,Zone 13,8.57,0.0,,,
C24,BLK 110/118 CLEMENTI STREET 13,21096.4707,34048.6484,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.77128667696373,1.3241976206862776,0.003436686584133363,1760,Excellent,12,Zone 13,0.0,0.0,,,
C25,BLK 101-104 CLEMENTI STREET 14,20840.7482,33844.4911,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.76898892209617,1.3223512364917547,0.004735277509794487,1634,Excellent,12,Zone 13,0.0,0.0,,,
C26,BLK 105-107 CLEMENTI STREET 12,20945.3775,33870.6421,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,103.76992906520272,1.322587761086612,107.61115140626663,1634,Good,12,Zone 13,5.48,0.0,185.6,1760.0,"[(1.3224599, 103.7708634), (1.3224973, 103.7714056), (1.3234321, 103.7719893)]"
C27,BLK 108/109 CLEMENTI STREET 11,21010.3372,33832.437,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N,103.77051277091007,1.3222422628168249,68.45238948318276,2317,Excellent,12,Zone 13,3.48,0.0,185.6,1760.0,"[(1.3224599, 103.7708634), (1.3224973, 103.7714056), (1.3234321, 103.7719893)]"
C28,BLK 201/206 CLEMENTI AVENUE 6,20211.495,33712.5638,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.1,N,103.76333478601896,1.3211579795665713,0.0027482183296283695,1599,Excellent,12,Zone 13,0.0,0.0,,,
C28M,BLK 208 CLEMENTI AVENUE 6,20070.902,33845.674,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,103.7620714506784,1.3223617440785465,0.007342411637645982,795,Excellent,12,Zone 13,8.57,0.0,,,
C29,BLK 501-505 WEST COAST DRIVE,19754.8437,32767.8945,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.75923178966606,1.3126146115237984,0.001718128454280031,873,Excellent,6,Zone 7,0.0,0.0,,,
C29A,BLK 503 WEST COAST DRIVE,19749.6211,32629.2695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,103.75918489896867,1.3113609355931228,0.0039524948007140966,1697,Excellent,6,Zone 7,0.0,0.0,,,
C3M,BLK 416A CLEMENTI AVENUE 1,20967.8189,32458.1382,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,103.77013103455867,1.3098135876330488,0.0040742337185444245,1887,Excellent,11,Zone 12,2.86,0.0,,,
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",20852.22,32522.1809,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.76909230827643,1.3103927402801043,132.00527519546165,1887,Good,11,Zone 12,6.72,0.0,331.1,824.0,"[(1.3102306, 103.7684777), (1.3102656, 103.7684011), (1.3110471, 103.7688802), (1.3117322, 103.7688831), (1.3118263, 103.768263), (1.311627, 103.7677489)]"
C30,BLK 507-509 WEST COAST DRIVE,19998.4863,32640.0059,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.76142107025231,1.3114580973822938,0.0033147540203177705,1501,Excellent,11,Zone 12,0.0,0.0,,,
C31,BLK 510/511 WEST COAST ROAD,19907.0039,32541.0547,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.76059908247035,1.3105631944603586,0.0020406378046819097,833,Excellent,11,Zone 12,0.0,0.0,,,
C33,BLK 601-613 CLEMENTI WEST STREET 1,20603.5028,31877.1704,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.76685761800195,1.3045594379669765,0.0046640632211580055,2710,Excellent,11,Zone 12,0.0,0.0,,,
C34,BLK 702/703 WEST COAST ROAD,19944.5184,32148.1942,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.76093627015332,1.3070103153063959,0.0037232347521669916,850,Excellent,11,Zone 12,0.0,0.0,,,
C35,BLK 704-714 CLEMENTI WEST STREET 2,20000.4883,31993.6074,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.76143922562301,1.3056123024137576,0.0028567459128168273,1675,Excellent,11,Zone 12,0.0,0.0,,,
C36,BLK 728/729 CLEMENTI WEST STREET 2,20236.2232,31960.1377,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.76355742121356,1.305309674521169,0.003680091486458785,1600,Excellent,11,Zone 12,0.0,0.0,,,
C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",20282.323,31764.2687,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,103.76397169772963,1.3035383171263133,0.0019176520760553035,2711,Excellent,11,Zone 12,0.0,0.0,,,
C38,BLK 715-717 CLEMENTI WEST STREET 2,20121.5156,31683.3711,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.76252679035963,1.3028066678186725,0.0037289634365036553,1677,Excellent,11,Zone 12,0.0,0.0,,,
C39,CLEMENTI SPORTS COMPLEX,20089.6113,32510.9746,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.76223990537257,1.31029120826452,158.23160222754703,1501,Good,11,Zone 12,8.05,0.0,959.0,829.0,"[(1.3094105, 103.7621785), (1.3092406, 103.7620095), (1.3088964, 103.7623309), (1.3082888, 103.762542), (1.3079482, 103.7618368), (1.3074832, 103.7623766), (1.307413, 103.7623059), (1.3081733, 103.7614519), (1.3087618, 103.7607949), (1.3088288, 103.7608246), (1.3106225, 103.7636133)]"
C4M,BLK 413A COMMONWEALTH AVENUE WEST,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,103.7705025129515,1.3114801086975776,0.0017317028731513263,2732,Excellent,11,Zone 12,12.86,0.0,,,
C40L,BLK 801A TO 801C WEST COAST CRESCENT,20273.1009,31460.4731,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.76388890814258,1.300790896428228,120.10354131053016,1731,Good,11,Zone 12,6.11,0.0,419.2,1731.0,"[(1.3009571, 103.7643065), (1.2996164, 103.7648993), (1.2995561, 103.7649197), (1.2992469, 103.7637377), (1.2991465, 103.7634227), (1.2991017, 103.7633042), (1.2991666, 103.763274), (1.2992102, 103.7633947), (1.2993168, 103.7637396)]"
C40M,BLK 801 WEST COAST CRESCENT,20275.5121,31340.853,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,103.76391060340288,1.2997090957482687,0.0006044841742090491,1731,Excellent,11,Zone 12,7.14,0.0,,,
C5,"BLK 358-360,362-363,366-367 CLEMENTI AVENUE 2",20905.8297,32821.8286,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.76957394864701,1.3131026590525159,13.940100011832289,989,Excellent,11,Zone 12,0.71,0.0,,,
C6,BLK 328-334 CLEMENTI AVENUE 2,20696.2978,32975.0306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.7676911655017,1.314488113913117,0.004129002290041422,909,Excellent,11,Zone 12,0.0,0.0,,,
C7,BLK 349-355 CLEMENTI AVENUE 2,21037.2754,33018.7828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.77075500850212,1.314883872279801,0.0032184173839766845,2466,Excellent,11,Zone 12,0.0,0.0,,,
C8,BLK 335/338 CLEMENTI AVENUE 2,20800.9102,33216.8047,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.76863110345546,1.3166746567863592,71.38731874840656,986,Excellent,11,Zone 12,3.63,0.0,,,
C9,BLK 340/342/343/346-348 CLEMENTI AVENUE  5,20988.0194,33324.5654,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.77031234940885,1.3176492492395018,0.00774280767085148,1623,Excellent,11,Zone 12,0.0,0.0,,,
DRM1,BLK 104C DEPOT ROAD,25576.6096,29218.1692,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,103.8115434919542,1.2805131560457625,0.004959986176617424,2411,Excellent,11,Zone 12,20.0,0.0,,,
DRM2,BLK 112C DEPOT ROAD,25165.8976,29305.1091,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,103.80785308038945,1.281299375700636,0.003466032349106355,652,Excellent,11,Zone 12,20.0,0.0,,,
DRM3,108A DEPOT ROAD,25390.1316,29254.1321,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,103.80986791310714,1.2808383769937857,0.0029390549329036597,2694,Excellent,11,Zone 12,15.71,0.0,,,
DRM4,BLK 105 DEPOT ROAD,25668.1428,29257.6985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,103.81236594973764,1.2808706520545865,0.00766832084249946,1895,Excellent,11,Zone 12,4.29,0.0,,,
DRM5,BLOCK 110 DEPOT ROAD,25346.6693,29308.7018,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,103.80947738316917,1.2813318825559306,0.002690628783390221,384,Excellent,11,Zone 12,1.43,0.0,,,
DRS,BLK 102A/102B DEPOT ROAD,25737.908,29213.3689,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,N,103.81299281989986,1.2804697558033025,82.60255831604705,1895,Excellent,11,Zone 12,4.2,0.0,1596.6,1895.0,"[(1.2787383, 103.8119675), (1.2776777, 103.8158838), (1.2778721, 103.816356), (1.2784848, 103.8166487), (1.2785818, 103.8166906), (1.2789219, 103.8168451), (1.2799252, 103.8172789), (1.2814755, 103.8105251)]"
DSRL,BLK 38A MARGARET DRIVE,24864.8825,31078.208,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.80514816792643,1.2973346289648866,65.39653635450117,388,Excellent,11,Zone 12,3.33,0.0,1495.1,1740.0,"[(1.2965793, 103.8049543), (1.2938589, 103.8066998), (1.2936334, 103.8068415), (1.29234, 103.8080885), (1.2920764, 103.8083829), (1.2919688, 103.8085046), (1.2918361, 103.8083833), (1.2919474, 103.8082596), (1.2922212, 103.8079579), (1.29263, 103.8075081), (1.2938058, 103.806402), (1.2964326, 103.8048092), (1.2975038, 103.8037178)]"
DSR1,BLK 31A MARGARET DRIVE,24685.6441,31202.2045,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,103.80353761899173,1.2984559909642104,0.002334515522839912,1576,Excellent,11,Zone 12,22.86,0.0,,,
DSR2,BLK 37A MARGARET DRIVE,24885.23,31140.1423,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,21,2.15,N,103.80533099300017,1.2978947429610392,0.004831559131997495,388,Excellent,11,Zone 12,30.0,0.0,,,
DUXM,BLK 1 CANTONMENT ROAD,28860.8985,28827.1925,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,3,2.1,Y,103.841054070432,1.2769773813172844,0.003882319952111426,20,Excellent,16,Zone 17,4.29,0.0,,,
DWSO,BLK 40 & 41 MARGARET DRIVE,25064.6593,30982.3473,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,103.80694325929501,1.2964677180872102,0.004944228768897979,2460,Excellent,11,Zone 12,22.86,0.0,,,
DWSP,BLK 95A DAWSON ROAD,25624.299,30937.9005,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,103.81197186986195,1.2960658046069984,4.261171794822337,1888,Excellent,11,Zone 12,18.79,0.0,,,
DWST,BLK 89A DAWSON ROAD,25626.2862,30840.6986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4,2.15,N,103.81198973307625,1.2951867450181442,0.0062007897206923755,349,Excellent,11,Zone 12,5.71,0.0,,,
DWSV,BLK 85 DAWSON ROAD,25362.2059,30853.9755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,103.80961685626245,1.2953067953956656,0.004881694434221306,617,Excellent,11,Zone 12,18.57,0.0,,,
DWVT,BLK 78A DAWSON ROAD,25420.9278,30734.4029,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,103.81014450777538,1.2942254278456524,0.0032091033639585205,1569,Excellent,11,Zone 12,18.57,0.0,,,
ECM,BLK 31A EUNOS CRESCENT,35602.0712,33584.2527,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.90162713608808,1.3199976279022498,0.005063455986738474,2539,Excellent,16,Zone 17,14.29,0.0,,,
ECML,"BLK 34 TO 36, 37A TO 37C EUNOS CRESCENT/ EUNOS ROAD 2",35592.0791,33722.6334,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.90153738603743,1.3212490956270466,139.2724877817754,2539,Good,17,Zone 18,7.09,0.0,72.6,1226.0,"[(1.3214504, 103.9021077), (1.3219886, 103.9020362), (1.3220081, 103.9021441)]"
ECM2,BLK 39 EUNOS ROAD 2,35493.2923,33564.1391,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.90064969675511,1.319815754557511,0.005056959633563946,1220,Excellent,16,Zone 17,17.14,0.0,,,
EC2,BLK 12-25 EUNOS CRESCENT,35915.3437,33873.7578,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.90444212518125,1.3226157282563193,0.004201192330836422,2418,Excellent,17,Zone 18,0.0,0.0,,,
EC3,BLK 5-8/11/4A EUNOS CRESCENT,35919.0977,33712.4297,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90447581531423,1.3211567341184267,0.004151151617408886,1246,Excellent,17,Zone 18,0.0,0.0,,,
EC4,BLK 1-3/1A EUNOS CRESCENT,35720.628,33641.6254,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90269244435349,1.3205164562706981,0.006913690430014814,2571,Excellent,17,Zone 18,0.0,0.0,,,
EC5,BLK 9-10 EUNOS CRESCENT,35717.5859,33809.3711,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.90266515157026,1.3220334887301846,0.00551933308623042,1226,Excellent,17,Zone 18,0.0,0.0,,,
EC7,BLK 842-848 SIMS AVENUE,35601.9233,33339.4481,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,103.90162574678277,1.3177837032191553,0.005205167242763658,1353,Excellent,16,Zone 17,0.0,0.0,,,
EC7T,BLK 842 TO 848 SIMS AVENUE,35554.1536,33406.7099,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.90119652827347,1.3183920065513255,82.6353984320074,1353,Excellent,16,Zone 17,4.21,0.0,,,
EC8,BLK 2A EUNOS MRT SIMS AVENUE,35778.02,33499.0305,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.90320810512698,1.3192268648217853,0.003946034697949935,1866,Excellent,16,Zone 17,0.0,0.0,,,
EI3,BLK 410 TO 417 EUNOS ROAD 5,35240.6635,33456.9535,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.89837967178774,1.318846467280764,0.004795509060652439,455,Excellent,16,Zone 17,0.0,0.0,,,
EPL,BLK 1/7 EVERTON PARK,28733.8679,28847.7781,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,103.83991265403928,1.277163553465462,128.3743670567207,20,Good,11,Zone 12,6.53,0.0,,,
EPM,BLK 6A EVERTON ROAD,28622.0835,28739.5121,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,103.83890822772874,1.2761844360827463,0.005051228307552906,518,Excellent,11,Zone 12,12.86,0.0,,,
FRM,BLK 808 FRENCH ROAD MSCP,31121.2668,32341.4155,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.5,N,103.86136466220718,1.3087586330482945,0.005572693853654491,2567,Excellent,16,Zone 17,12.86,0.0,,,
FR2C,BLK 3/4 QUEEN'S ROAD,25150.3008,33394.0586,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,103.80771256448294,1.3182783907026911,0.004075229510669166,2506,Excellent,11,Zone 12,0.0,0.0,,,
FR2S,BLK 2/3/4 QUEEN'S ROAD,25091.4622,33354.5073,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.80718387313334,1.317920697225088,70.85795001128666,2506,Excellent,11,Zone 12,3.61,0.0,,,
FR3M,BLK 8A EMPRESS ROAD,24983.1434,33218.9585,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,103.80621058640855,1.316694831421104,0.003800049265553607,1554,Excellent,11,Zone 12,17.14,0.0,,,
FR4M,BLK 6A FARRER ROAD,25130.4814,33238.9594,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,103.80753449141022,1.316875726618627,0.0031046992091580713,519,Excellent,11,Zone 12,4.29,0.0,,,
GBGM,BLK 216 BIDADARI PARK DRIVE,32934.2073,36120.6952,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,103.87765540949302,1.342936854610798,194.2183147690237,1217,Good,17,Zone 18,12.74,0.0,195.5,1217.0,"[(1.3437449, 103.8771733), (1.3423135, 103.8765625), (1.3424056, 103.876496)]"
GBM,BLK 60A GEYLANG BAHRU,31930.2182,33890.9953,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.86863367566609,1.3227723905559816,0.0028973527723885916,2602,Excellent,17,Zone 18,17.14,0.0,,,
GBML,BLK 223A TO 224B MOUNT VERNON ROAD,33045.7575,35941.8891,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.87865772538593,1.3413197777404968,364.55878225257106,1217,Moderate Gap,17,Zone 18,18.55,0.0,1116.9,1217.0,"[(1.3401887, 103.8780721), (1.3415358, 103.8809842), (1.3400168, 103.8778169), (1.3400006, 103.877728), (1.3401041, 103.8776567), (1.3403439, 103.8775121), (1.3418393, 103.8763868), (1.3420716, 103.8762386), (1.342151, 103.8761861), (1.342193, 103.876257), (1.3424056, 103.876496)]"
GBM1,BLK 221 MOUNT VERNON ROAD,33262.3125,35981.9309,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,103.88060360798481,1.341681864396883,493.70172722214824,2306,Moderate Gap,17,Zone 18,33.7,0.0,753.0,1217.0,"[(1.3415358, 103.8809842), (1.3400168, 103.8778169), (1.3400006, 103.877728), (1.3401041, 103.8776567), (1.3403439, 103.8775121), (1.3418393, 103.8763868), (1.3420716, 103.8762386), (1.342151, 103.8761861), (1.342193, 103.876257), (1.3424056, 103.876496)]"
GBM2,BLK 222 MOUNT VERNON ROAD,33100.5666,35890.0749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,103.87915020908382,1.340851179430714,439.0340167879429,1217,Moderate Gap,17,Zone 18,40.91,0.0,1116.9,1217.0,"[(1.3401887, 103.8780721), (1.3415358, 103.8809842), (1.3400168, 103.8778169), (1.3400006, 103.877728), (1.3401041, 103.8776567), (1.3403439, 103.8775121), (1.3418393, 103.8763868), (1.3420716, 103.8762386), (1.342151, 103.8761861), (1.342193, 103.876257), (1.3424056, 103.876496)]"
GEM,BLK 118 ALJUNIED AVENUE 2,34041.285,33588.5472,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.8,N,103.88760266728181,1.320036813606306,146.33060035703465,2378,Good,17,Zone 18,20.3,0.0,219.0,458.0,"[(1.3204204, 103.887671), (1.3202802, 103.8857094)]"
GEML,BLK 118 ALJUNIED AVENUE 2,34068.7879,33577.593,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.8878497929119,1.3199377422984941,169.86653121173208,2378,Good,16,Zone 17,8.64,0.0,219.0,458.0,"[(1.3204204, 103.887671), (1.3202802, 103.8857094)]"
GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,33577.7747,33572.0259,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88343778425913,1.31988748882181,0.002142980873082313,1285,Excellent,16,Zone 17,0.0,0.0,,,
GE1B,BLK 114-117 ALJUNIED AVENUE 2,33973.3743,33717.7668,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.88699247956012,1.3212054428036522,0.0052651238751818714,2378,Excellent,17,Zone 18,0.0,0.0,,,
GE1C,BLK 119 ALJUNIED CRESCENT,33896.2141,33557.8016,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88629912428081,1.3197587896689407,0.002928987872852944,458,Excellent,16,Zone 17,0.0,0.0,,,
GE1E,BLK 109-110 ALJUNIED CRESCENT,33687.9721,33553.6719,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88442796153227,1.319721481525843,0.004736801798210551,417,Excellent,16,Zone 17,0.0,0.0,,,
GE1F,BLK 107-108 ALJUNIED CRESCENT,33666.5701,33497.1087,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88423564310425,1.3192099481045423,0.007169623472629457,505,Excellent,16,Zone 17,0.0,0.0,,,
GE1G,BLK 95 & 113 ALJUNIED CRESCENT,33897.2922,33690.8917,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.88630883704475,1.320962408767416,0.004225561052366968,1234,Excellent,17,Zone 18,0.0,0.0,,,
