car_park_no,address,x_coord,y_coord,longitude,latitude,nearest_charger_distance_m,high_gap_area
A23,BLK 347A ANG MO KIO AVENUE 3,29735.5099,38818.5301,103.8489133401168,1.3673354664536144,0.0058046915692973045,False
A24,BLK 338/340 ANG MO KIO STREET 32,29789.41,38533.02,103.84939765277373,1.3647534118811007,0.005405461486857689,False
A25,BLK 330/337 ANG MO KIO AVENUE 8,30037.566,38313.6296,103.85162748927652,1.3627693074285172,46.78559892114152,False
A26,BLK 113/114/118 ANG MO KIO AVENUE 4,28236.93,39419.47,103.83544756414679,1.3727702022189985,0.003987320630077165,False
A27,BLK 108/109/110 ANG MO KIO STREET 11,28556.67,39153.3,103.8383206515405,1.3703630515467693,0.0076065688897265435,False
A28,BLK 103/105/107 ANG MO KIO STREET 11,28461.3669,39295.5961,103.83746428814854,1.3716499282813763,0.003403726327856782,False
A29,BLK 347 ANG MO KIO AVENUE 3,29713.5035,38806.4544,103.84871559664501,1.3672262594201823,25.072273711752885,False
A30,BLK 129/134 ANG MO KIO STREET 12,29012.7631,39222.5981,103.84241897219825,1.3709897466881407,72.63934851934393,False
A30A,BLK 133 ANG MO KIO STREET 12,29049.6606,39137.3556,103.84275051934156,1.3702188426869566,108.48892047665375,False
A31,BLK 119/128 ANG MO KIO STREET 12,29155.32,39163.04,103.84369994453257,1.3704511192782494,0.00538641800514645,False
A31A,BLK 125/126 ANG MO KIO STREET 12,29150.6699,39318.7539,103.84365816613547,1.3718593403230517,0.005844921537209018,False
A33,BLK 253/254 ANG MO KIO STREET 21,28152.8391,39115.4784,103.83469194577,1.3700210113414353,0.005234120003158851,False
A34,BLK 422/425 ANG MO KIO STREET 42,30042.0,38931.43,103.85166737410135,1.368356473219034,0.004135341990085086,False
A35,BLK 426/428/435 ANG MO KIO STREET 43,30310.66,38963.49,103.85408147411323,1.3686463926053345,0.002988367205171539,False
A36,BLK 436/443/445 ANG MO KIO STREET 43,30443.9088,38715.8847,103.85527878732958,1.3664071280973518,0.0034212507155246537,False
A37,BLK 446/449/453 ANG MO KIO STREET 43,30474.8188,38904.5192,103.85555655070138,1.3681130684869152,0.006494617946365421,False
A38,BLK 407/410/421 ANG MO KIO AVENUE 10,30367.0774,38445.7028,103.85458838271062,1.3639637058040284,0.002024371691533884,False
A39,BLK 401/405 ANG MO KIO AVENUE 10,30309.63,38134.69,103.85407215463408,1.361151021658679,0.005580072023415298,False
A4,BLK 217/220 ANG MO KIO AVENUE 1,28876.2363,38636.7578,103.84119216501767,1.365691620587143,0.004505551729712183,False
A40,BLK 471/476 ANG MO KIO STREET 44,30633.47,38267.95,103.8569820859847,1.3623561505378592,0.005706449420718535,False
A41,BLK 466/470 ANG MO KIO STREET 44,30627.96,38553.32,103.85693260004962,1.364936935305799,0.0039189475546781045,False
A42,BLK 461/465 ANG MO KIO STREET 44,30675.9559,38735.0223,103.85736389239304,1.3665801816289644,0.0022070885090279195,False
A43,BLK 457/458/460 ANG MO KIO STREET 44,30887.78,38670.51,103.85926727197639,1.3659967355493308,49.05194562195923,False
A44,BLK 459/456 ANG MO KIO STREET 44,30856.9781,38804.1956,103.8589905085286,1.367205743273234,37.19055944653518,False
A45,BLK 570/578 ANG MO KIO STREET 51,30438.53,39214.64,103.85523049600965,1.370917693067466,0.0008878815577811764,False
A47,BLK 562/565/560 ANG MO KIO STREET 54,30885.475,39174.8899,103.85924660891077,1.3705581670513376,0.0037886887163382605,False
A48,BLK 571/73 ANG MO KIO STREET 51,30374.18,39154.22,103.85465226092984,1.370371281457812,0.004800400348966311,False
A49,BLK 555/559 ANG MO KIO STREET 54,30724.16,39260.19,103.85779708766381,1.3713296059549298,0.001520508387818237,False
A50,BLK 548/552/556 ANG MO KIO STREET 54,30703.29,39392.09,103.85760956795286,1.3725224642422473,0.005329891367827422,False
A51,BLK 252/253A ANG MO KIO STREET 21,28117.6053,39054.6321,103.83437534502293,1.3694707392934409,67.14487690494238,False
A52,BLK 701/716 ANG MO KIO AVENUE 3/6,29513.9566,39155.7785,103.84692254711774,1.3703854326512568,0.006363104152738112,False
A52L,BLK 700B/ 700C ANG MO KIO AVENUE 3/6,29426.2389,39033.615,103.84613433583942,1.369280633982194,97.73005441156181,False
A53,BLK 712A ANG MO KIO AVENUE 3/6,29508.9218,39208.8091,103.84687730858236,1.3708650227001158,0.002693785417782833,False
A54,BLK 727/728 ANG MO KIO AVENUE 6,29401.8671,39382.3378,103.8459153545853,1.3724343595097768,0.006753647776293204,False
A55,BLK 729/730 ANG MO KIO AVENUE 6/8,29464.1325,39466.0892,103.84647485774163,1.3731917741948454,104.51748657670153,False
A56,BLK 725/730 ANG MO KIO AVENUE 8,29538.847,39411.5653,103.84714621818317,1.3726986757337116,78.03816860142513,False
A57,BLK 720/723 ANG MO KIO AVENUE 8,29518.5871,39336.4776,103.84696416467047,1.3720196104757487,0.004090342234570182,False
A58,BLK 721/722 ANG MO KIO AVENUE 8,29603.16,39372.68,103.84772411430865,1.3723470075573316,91.84641090031747,False
A59,BLK 547/551 ANG MO KIO STREET 54,30762.295,39543.9937,103.85813978410101,1.3738962214127315,0.0029603576704241184,False
A60,BLK 540/546 ANG MO KIO STREET 54,30514.5273,39606.8281,103.85591341875042,1.3744644954379837,0.002142012336124428,False
A61,BLK 520/534/529 ANG MO KIO AVENUE 5/10,30096.82,39574.31,103.8521600154717,1.3741704461236193,223.50081384110922,False
A63,BLK 501/513/508 ANG MO KIO STREET 52/53,29789.5613,39690.0448,103.84939908200639,1.3752171305295215,0.0039335709819529165,False
A64,BLK 584/586 ANG MO KIO STREET 51,30241.6957,39172.3075,103.85346179745191,1.370534868701229,0.003485657748633681,False
A65,BLK 558/560 ANG MO KIO STREET 54,30904.46,39226.97,103.85941720762452,1.371029158960116,0.004633376408712407,False
A66,BLK 601/604/603 ANG MO KIO AVENUE 5,28260.64,40279.16,103.83566062297803,1.380544930908412,0.004275041770749372,False
A67,BLK 605/612 ANG MO KIO AVENUE 4/5,28499.27,40184.22,103.8378048893886,1.3796863244461355,0.00295813518547089,False
A68,BLK 620/624/626 ANG MO KIO STREET 61,28727.3335,40428.7342,103.83985421482706,1.3818976185660183,0.002637362086995183,False
